10.286723	8.744800
9.812574	9.106140
8.291908	8.206081
8.369202	7.451502
8.532910	9.639650
7.157151	7.430767
9.539893	9.870025
10.146342	8.806584
8.949285	7.722024
9.184238	11.102041
9.127509	9.200237
8.282971	9.070965
9.382673	9.240870
10.095797	7.794006
9.176735	8.195576
7.167401	6.102075
9.073172	9.887073
9.504848	9.809482
10.919363	10.804045
8.301077	8.795473
7.216964	7.958427
9.466201	9.648301
9.752678	9.758284
9.055597	10.196724
9.867858	11.105639
9.143497	8.951019
9.423455	9.239132
8.165189	10.023696
7.724605	10.551301
9.898361	8.824495
9.007359	7.875823
8.229455	9.102850
8.816990	9.256360
8.229853	7.422288
8.610834	9.798023
8.799285	8.534323
8.133788	7.785902
9.557024	9.731206
10.681596	10.555854
8.917920	8.386863
9.066277	9.424885
10.277582	9.531015
9.091078	8.547737
10.025952	8.936300
8.257536	7.211896
9.803114	9.156535
8.414125	9.276097
8.939524	7.044915
10.417038	11.435256
5.909167	5.626908
7.816485	10.126192
10.243286	9.672636
7.757658	8.450402
9.603892	11.073109
8.222519	7.998919
9.308664	8.041924
8.361692	7.611916
10.085235	11.045697
8.595700	8.220077
8.751446	10.699662
10.439590	10.965104
7.751893	6.064554
10.001007	8.693834
7.568138	4.991023
10.920283	10.567555
7.816315	7.132352
7.835561	6.574219
9.142063	7.692962
9.076634	7.828072
8.334818	6.728437
9.878611	10.353224
9.300116	8.661360
10.559745	8.088414
9.267421	10.206785
10.232716	11.408422
9.361617	8.582909
11.107336	10.528209
10.211906	11.899375
10.165244	9.266332
8.955745	10.426711
8.062852	8.473089
10.017104	9.631764
8.915212	9.703472
7.121525	7.568218
8.865786	10.431847
9.035983	8.564615
10.019239	10.503157
10.761277	11.678743
11.685207	12.331322
9.289935	10.069203
9.720096	10.681448
8.947317	8.546008
9.647350	8.331253
8.805657	9.160408
9.118520	8.953111
11.494508	11.676911
8.606159	9.247545
8.959414	9.157370
8.512356	6.411399
9.382752	8.841421
8.738656	8.447608
9.302679	10.394869
8.681763	7.487920
8.381915	8.240636
8.069900	8.964329
9.081709	9.966430
9.804309	8.681220
9.321196	8.775400
8.597715	9.297708
9.425353	9.810369
9.342070	11.841814
11.518997	12.804147
7.407178	8.982398
9.272542	9.638759
10.135618	10.971748
9.604547	9.744887
6.930045	6.864589
6.655710	6.018741
9.964160	9.895048
8.761508	8.500187
7.591792	8.288154
6.926504	5.621157
9.910364	7.614113
8.192479	9.312317
8.280279	9.256442
9.790131	10.581969
8.844723	8.469585
9.139390	9.305303
8.401725	6.671199
7.980816	8.129980
10.464794	11.554974
8.699567	9.195006
9.692609	9.348450
8.318458	9.793276
8.756791	9.652417
8.389625	9.516773
9.216484	10.027448
9.494955	9.213266
7.834023	7.493609
8.895548	9.490602
9.889385	10.755929
8.913493	8.599336
6.798696	6.713822
8.820248	9.395727
8.903669	10.113297
8.319823	9.369683
8.992075	10.224688
9.874958	10.159725
8.096693	6.767761
8.707934	8.515782
7.699079	7.946674
8.557614	8.191773
10.712093	11.966124
8.198406	6.668843
9.152880	8.645708
9.248459	9.471564
10.187998	10.692589
8.330383	11.579472
9.738586	8.961455
9.275256	8.435808
9.325264	9.757073
