15.982789	15.863657	0
15.403282	15.350980	0
8.129734	7.113950	1
7.882745	7.486056	1
7.475703	8.080509	1
8.879096	9.195349	1
7.186680	6.558979	1
15.666620	14.863660	0
-0.848208	-1.794330	2
16.751625	18.232254	0
15.677034	14.991113	0
6.973162	8.556586	1
1.045322	-0.686343	2
8.950571	8.236673	1
0.496223	1.155653	2
8.224167	7.562742	1
14.965108	16.610674	0
8.463932	9.660675	1
0.362239	1.324474	2
0.870482	1.091243	2
15.917210	14.822632	0
15.352930	15.268984	0
0.184450	-0.024575	2
17.337350	17.226801	0
14.666450	14.803584	0
0.831300	1.202441	2
7.882116	9.295453	1
9.397987	9.610973	1
-0.328474	-1.004500	2
16.258221	18.256760	0
9.096533	8.594379	1
17.327327	17.394322	0
15.478909	14.983834	0
15.427436	13.437384	0
7.394158	5.110972	1
-1.192784	-2.168266	2
15.405599	15.363930	0
16.597478	15.344267	0
14.633106	15.803839	0
15.453650	17.252330	0
1.079693	1.662328	2
-1.094515	0.127420	2
16.786389	16.283068	0
17.043452	18.344925	0
0.124826	-0.406500	2
16.310158	15.431466	0
16.846958	16.282057	0
6.505878	7.474649	1
10.542629	11.550364	1
8.150021	9.274728	1
8.067021	8.379416	1
16.445166	17.199971	0
17.045080	16.384160	0
0.441864	0.868381	2
2.919714	3.441732	2
14.266094	15.169765	0
0.204841	2.716401	2
15.078754	15.871523	0
14.091252	13.205085	0
8.187915	7.574934	1
8.573094	8.836420	1
1.692841	2.059710	2
-1.407012	-0.460912	2
7.981246	6.638470	1
8.336794	8.196896	1
0.245866	0.857959	2
6.896766	7.709683	1
14.416624	13.411580	0
-0.630653	1.365562	2
17.656944	16.895683	0
17.184327	18.491035	0
16.985753	16.397332	0
7.577125	5.193137	1
15.837513	15.959801	0
8.655339	8.869474	1
5.499838	4.379649	1
2.307829	3.609457	2
8.941204	9.001360	1
8.369530	9.010282	1
8.903730	10.172921	1
7.268063	9.721358	1
10.283947	9.118197	1
0.655605	0.741449	2
8.488412	9.127846	1
-2.303003	-3.107876	2
15.501448	15.746231	0
-0.199347	2.035838	2
14.742840	15.241233	0
16.434734	15.997310	0
1.655784	2.219136	2
10.238436	11.505870	1
15.565019	17.306214	0
-0.394434	-0.890010	2
-0.959009	-2.011615	2
15.950875	16.656636	0
7.548557	9.022974	1
7.705658	6.246327	1
16.095907	15.754369	0
15.929396	16.228167	0
0.959658	0.398054	2
15.987495	14.577247	0
6.355911	4.620082	1
-0.715992	-1.724568	2
15.705207	14.120790	0
8.905250	7.201976	1
7.860052	9.887265	1
-1.403943	-1.232214	2
6.475992	6.302293	1
1.290777	1.447511	2
-0.216676	-0.194713	2
-0.230788	-0.259920	2
15.392632	17.685440	0
6.534261	8.626633	1
13.592242	12.216104	0
17.490190	17.313292	0
15.932878	15.719704	0
0.605898	-0.524942	2
7.711015	6.040090	1
18.194441	18.160660	0
7.933163	7.090413	1
0.153173	-0.069689	2
-1.336383	-1.846699	2
14.550498	14.325138	0
6.934018	8.380681	1
7.813073	7.825187	1
16.712196	16.508623	0
-0.296873	-1.588411	2
-0.360399	-0.034359	2
14.737259	11.809797	0
0.909227	0.842083	2
-0.542724	-1.153450	2
0.356344	3.177445	2
15.221765	16.263745	0
-0.239838	-2.147427	2
-0.072935	0.283637	2
8.730454	7.707256	1
16.028764	15.165568	0
14.948075	15.838614	0
15.312371	15.337926	0
16.425248	15.820685	0
8.206519	9.140596	1
-1.933011	-0.590518	2
8.055589	10.017739	1
8.718494	8.522660	1
16.338233	17.175514	0
0.539025	0.792855	2
2.217274	2.922840	2
-0.002743	-0.100734	2
-2.266365	-1.155439	2
-0.151294	0.093169	2
7.591083	6.999614	1
8.405554	9.077939	1
-0.843007	-3.125848	2
-2.396848	-0.914232	2
16.917751	16.376526	0
0.941941	1.208001	2
6.021126	6.299885	1
15.959974	15.553483	0
8.771426	8.345447	1
15.540369	15.437797	0
1.545610	2.102902	2
15.887064	15.834472	0
-1.040325	-0.681578	2
-2.124972	-1.417364	2
8.729994	7.669311	1
-0.212195	-0.028672	2
15.635909	15.248662	0
-0.608147	-3.347817	2
-0.299338	-0.191249	2
7.477464	5.991942	1
-1.389292	-1.452963	2
0.991943	-0.178567	2
5.877954	6.508906	1
0.291588	-1.252305	2
7.170866	6.638338	1
17.306915	15.627475	0
-0.300992	0.638334	2
16.403137	16.488597	0
7.975422	9.509001	1
7.786437	8.445456	1
17.661180	16.912280	0
0.168818	2.427838	2
1.931493	0.670216	2
0.824433	-0.826949	2
-1.324281	-1.856747	2
17.085516	18.500854	0
1.140791	1.539220	2
-0.274325	-0.960329	2
-1.028032	-2.444907	2
1.047704	1.811121	2
8.487950	10.458317	1
0.214996	-0.670969	2
15.205739	15.259582	0
5.899861	7.316519	1
15.545436	17.406741	0
7.658028	7.664658	1
0.372962	0.080417	2
16.895978	16.093539	0
0.428578	-0.181155	2
16.857885	16.668031	0
8.402737	9.677038	1
1.160173	1.212565	2
0.557983	0.451914	2
-0.352928	-0.638953	2
17.032848	16.313550	0
-0.828962	-0.525228	2
0.996034	0.553881	2
15.858710	16.028809	0
15.779580	14.986066	0
0.368324	-0.634713	2
-1.447772	-1.436442	2
-0.906895	-1.932998	2
8.387063	8.579458	1
8.354019	8.929480	1
15.438967	16.532818	0
15.489760	15.564717	0
-1.108560	-0.494818	2
14.879921	13.815578	0
15.309325	13.341756	0
2.110687	1.649222	2
15.525681	15.820762	0
-1.358442	-2.593598	2
0.520007	1.800563	2
8.117551	9.888109	1
16.510517	14.133462	0
2.200473	1.057639	2
14.639381	15.703282	0
-0.626961	-1.197019	2
8.692947	9.249533	1
14.930505	14.259323	0
15.197403	14.387747	0
16.965167	18.151674	0
7.119578	6.925008	1
-0.235886	0.035189	2
17.053393	15.892138	0
0.815825	-1.105651	2
16.288112	17.159524	0
15.983637	15.803574	0
7.903285	7.895113	1
7.858478	7.495116	1
9.047297	11.410334	1
7.660881	8.118871	1
-0.327686	-0.080975	2
16.400615	16.934615	0
-1.382608	-2.003652	2
7.836590	8.041866	1
16.901860	16.597943	0
1.250718	0.418146	2
17.027805	17.320632	0
6.642490	6.544637	1
10.211119	10.911509	1
13.896956	14.972774	0
1.898794	3.319532	2
6.841032	6.123935	1
7.349875	7.666596	1
9.535009	10.789142	1
16.833323	18.313954	0
8.166301	6.427762	1
14.594405	15.960337	0
15.854855	14.705956	0
10.525268	11.262525	1
-1.145664	0.947727	2
6.694683	7.313648	1
7.159979	6.459067	1
-0.754306	-0.152870	2
0.461190	-0.732428	2
7.060925	8.547107	1
1.188633	-0.053929	2
-1.931782	-1.013164	2
14.708567	15.243846	0
18.609847	20.422682	0
9.651469	9.831440	1
-2.975941	-4.817286	2
-0.746260	-1.828292	2
-0.574179	-0.695853	2
1.090529	1.109527	2
8.069865	7.797748	1
-0.150530	2.423933	2
8.138597	7.063550	1
14.159249	14.461754	0
13.910612	15.657708	0
9.288095	9.223089	1
17.067614	17.085396	0
2.253658	2.581413	2
0.417133	0.744182	2
9.517768	8.019233	1
8.461397	8.808773	1
8.050657	7.437726	1
-0.347134	-1.880474	2
14.015537	14.319794	0
-0.464271	0.424064	2
15.829301	16.031737	0
15.520486	16.282616	0
-0.466619	-0.793991	2
1.250521	1.164961	2
-0.465803	-0.470796	2
-0.993467	-2.269235	2
8.234467	8.146327	1
7.666532	8.593387	1
0.865017	1.227669	2
17.365310	18.121959	0
7.867677	7.617698	1
0.582935	0.485529	2
16.303111	14.763801	0
6.276110	6.406658	1
7.708676	8.916705	1
8.478412	7.981435	1
14.494229	15.209881	0
-2.167280	-1.175995	2
8.230869	8.273110	1
7.166948	7.143713	1
-0.742072	-1.612890	2
0.341887	0.836035	2
2.380631	1.031986	2
-0.653066	-1.647358	2
16.749819	15.706003	0
6.934432	6.622343	1
7.900295	8.410924	1
16.278183	17.206151	0
7.021979	6.190578	1
6.909285	7.259919	1
-0.551221	1.083992	2
14.466679	14.381778	0
15.471150	16.970652	0
7.353831	8.093605	1
-0.821554	-0.010417	2
14.619533	14.565092	0
15.150459	14.614855	0
-0.213015	-0.098050	2
1.360709	2.249185	2
7.464831	7.175332	1
7.843008	7.847085	1
17.287588	18.299420	0
7.848168	9.428509	1
7.886657	7.192193	1
7.811162	8.702883	1
-0.448003	0.870861	2
-1.068037	-0.981466	2
-0.188364	-3.121275	2
8.881105	10.200759	1
15.735157	15.073081	0
16.015665	15.740547	0
1.332236	0.498348	2
15.140352	13.052298	0
1.165505	2.777553	2
8.959800	8.717370	1
16.088559	16.290465	0
17.037908	17.508725	0
8.552024	8.437327	1
8.918766	9.099013	1
9.430112	9.950188	1
16.037678	14.805809	0
16.859245	16.010637	0
17.093320	17.546567	0
0.685487	0.684812	2
-0.180864	0.288483	2
6.014629	4.580878	1
15.649549	14.783076	0
10.046040	8.752768	1
16.271159	15.740961	0
-0.214843	1.419872	2
0.309221	-0.698082	2
-0.745183	-0.455895	2
-0.541636	-0.404527	2
7.835049	8.264111	1
-1.268903	-1.304716	2
16.272550	16.074178	0
0.253957	1.622006	2
8.986473	8.556345	1
16.620298	15.195408	0
1.208792	0.426025	2
0.996347	1.679453	2
-0.612388	-0.155255	2
6.390211	5.937758	1
17.232505	18.738214	0
0.526723	0.603568	2
0.454023	1.818609	2
1.494756	2.187799	2
1.490557	3.215344	2
7.678222	7.441768	1
15.433293	16.871520	0
16.597230	16.018517	0
7.651477	7.359423	1
16.633165	18.591773	0
15.415216	15.109298	0
0.494357	1.404365	2
-0.108739	1.919857	2
0.841234	1.127127	2
-0.073484	1.557552	2
8.714746	7.925424	1
-0.163911	1.023628	2
0.912241	1.420827	2
7.751476	9.034436	1
14.961614	14.890356	0
0.296368	0.023455	2
-0.136624	-0.937419	2
16.665865	15.015968	0
0.117654	0.253352	2
18.011675	18.640919	0
-1.280618	-1.018482	2
-0.945289	-2.744557	2
8.755610	9.930009	1
-0.737206	0.284776	2
0.895597	1.081189	2
-0.940022	-1.071592	2
17.060054	16.255063	0
6.638841	6.593432	1
9.926932	9.114467	1
7.943299	7.651018	1
1.519256	2.738089	2
0.050348	1.376858	2
6.670283	5.644269	1
8.626333	8.124849	1
-0.470519	-1.142861	2
6.780182	5.913664	1
15.591785	15.618848	0
0.148704	0.203362	2
16.953401	16.169848	0
17.919396	19.519753	0
1.028221	1.507816	2
15.509352	15.837118	0
-0.413234	-1.866670	2
7.471511	6.526181	1
8.487206	7.572065	1
17.109112	17.320134	0
0.262439	0.486347	2
16.623966	17.768969	0
8.478337	8.536398	1
15.335412	14.997229	0
10.264493	11.944729	1
7.116138	7.736376	1
0.874322	0.709058	2
6.371415	8.042909	1
7.642220	7.966924	1
-0.059709	-0.227435	2
1.053370	1.072596	2
9.102080	8.764479	1
8.973538	8.962618	1
8.315162	8.816669	1
16.387518	13.924039	0
8.550881	7.715893	1
8.931687	11.072916	1
8.933983	7.805362	1
16.124698	17.533613	0
16.539247	16.756368	0
14.205198	13.924233	0
9.478506	10.768191	1
16.070604	15.342306	0
-0.439509	-1.064488	2
8.083117	7.277788	1
9.212660	8.711170	1
16.407373	17.611890	0
14.639507	14.000236	0
15.234015	14.900604	0
-0.713910	-0.307213	2
15.353272	13.056432	0
15.396499	14.584039	0
7.949576	8.084962	1
10.485063	9.280858	1
8.419910	9.503959	1
0.624457	1.488695	2
1.050521	2.828614	2
9.044588	7.813933	1
-1.229934	-1.990193	2
8.032462	7.861363	1
-0.544388	-0.921894	2
7.874315	8.374898	1
1.454825	3.204103	2
7.026117	5.885553	1
16.315876	16.749992	0
6.751110	6.089408	1
-1.376524	-2.778560	2
14.759028	16.651140	0
0.143221	1.669443	2
0.147995	-0.509410	2
1.562012	1.748871	2
-1.009366	-1.283622	2
7.320254	8.695304	1
8.234129	8.676938	1
16.684742	16.681909	0
8.395483	7.129753	1
-0.030933	-2.305618	2
0.083280	-0.757445	2
9.423677	7.836202	1
15.325927	14.858441	0
10.448641	10.304115	1
16.216954	18.267433	0
0.672018	-0.984360	2
15.487940	15.160845	0
1.583842	1.945460	2
6.909380	6.575120	1
9.582584	8.201919	1
-0.417933	0.249120	2
17.207615	15.137032	0
8.587540	9.438058	1
1.575345	1.171753	2
16.475960	14.201963	0
15.092436	15.391294	0
7.241520	6.394979	1
-0.267477	-1.930105	2
17.410319	17.746265	0
9.423727	8.905782	1
7.337206	7.162290	1
0.542043	2.135724	2
